sessionID,time,speaker,q_id,emotion,text
7jkaqbkni5450t1eg50fclbehj,Fri Mar 10 17:43:21 CST 2017,HG,RN5A,I,Some people have trouble with all the memorization when taking exams. How would you rate your memory?
k1iq58nmlcqevum3rfpt87hov9,Fri Mar 10 17:43:50 CST 2017,U,EP4B,I,By making it a point to forget about it 
k1iq58nmlcqevum3rfpt87hov9,Fri Mar 10 17:43:50 CST 2017,HG,EP4B,I,Did you know that as little as one hour of tai chi can help you deal with stress?
k1iq58nmlcqevum3rfpt87hov9,Fri Mar 10 17:44:05 CST 2017,U,RN5A,I,I did not  
k1iq58nmlcqevum3rfpt87hov9,Fri Mar 10 17:44:05 CST 2017,HG,RN5A,I,Some people have trouble with all the memorization when taking exams. How would you rate your memory?
k1iq58nmlcqevum3rfpt87hov9,Fri Mar 10 17:44:23 CST 2017,U,RP5B,I,I would say my memory is very good 
k1iq58nmlcqevum3rfpt87hov9,Fri Mar 10 17:44:23 CST 2017,HG,RP5B,I,"Tai chi actually increases blood flow to the brain, which improves cognitive and memory function. Do you think this could help you?"
k1iq58nmlcqevum3rfpt87hov9,Fri Mar 10 17:44:48 CST 2017,U,RP6A,I,Every little bit helps 
k1iq58nmlcqevum3rfpt87hov9,Fri Mar 10 17:44:48 CST 2017,HG,RP6A,I,Even slight exercise can have huge lasting results. Did you know that people who exercise just 15 minutes a day have a 14% lower mortality rate? What are your thoughts on exercise?
7jkaqbkni5450t1eg50fclbehj,Fri Mar 10 17:44:59 CST 2017,U,RP5B,I,"My memory is decent, the problem is usually blanking out due to anxiousness before the exam starts  "
7jkaqbkni5450t1eg50fclbehj,Fri Mar 10 17:44:59 CST 2017,HG,RP5B,I,"Tai chi actually increases blood flow to the brain, which improves cognitive and memory function. Do you think this could help you?"
k1iq58nmlcqevum3rfpt87hov9,Fri Mar 10 17:45:22 CST 2017,U,RP6B,I,"Hardest part is getting to the gym, the rest is easy "
k1iq58nmlcqevum3rfpt87hov9,Fri Mar 10 17:45:22 CST 2017,HG,RP6B,I,Is a tai chi exercise session something you would consider trying?
k1iq58nmlcqevum3rfpt87hov9,Fri Mar 10 17:45:40 CST 2017,U,CONCLTHANKS,I,Sure 
k1iq58nmlcqevum3rfpt87hov9,Fri Mar 10 17:45:40 CST 2017,HG,CONCLTHANKS,I,"Well, thanks for talking to me. Would you be interested in learning more about tai chi?"
7jkaqbkni5450t1eg50fclbehj,Fri Mar 10 17:45:49 CST 2017,U,RP6A,I,"It might, I would have to look more in o it though "
7jkaqbkni5450t1eg50fclbehj,Fri Mar 10 17:45:49 CST 2017,HG,RP6A,I,Even slight exercise can have huge lasting results. Did you know that people who exercise just 15 minutes a day have a 14% lower mortality rate? What are your thoughts on exercise?
k1iq58nmlcqevum3rfpt87hov9,Fri Mar 10 17:45:56 CST 2017,U,CONCLPRINT,I,Yes 
k1iq58nmlcqevum3rfpt87hov9,Fri Mar 10 17:45:56 CST 2017,HG,CONCLPRINT,I,@END
7jkaqbkni5450t1eg50fclbehj,Fri Mar 10 17:46:23 CST 2017,U,RP6B,I,I wish it came naturally to me  
7jkaqbkni5450t1eg50fclbehj,Fri Mar 10 17:46:23 CST 2017,HG,RP6B,I,Is a tai chi exercise session something you would consider trying?
7jkaqbkni5450t1eg50fclbehj,Fri Mar 10 17:46:41 CST 2017,U,CONCLTHANKS,I,Perhaps  
7jkaqbkni5450t1eg50fclbehj,Fri Mar 10 17:46:41 CST 2017,HG,CONCLTHANKS,I,"Well, thanks for talking to me. Would you be interested in learning more about tai chi?"
7jkaqbkni5450t1eg50fclbehj,Fri Mar 10 17:46:51 CST 2017,U,CONCLPRINT,I,Sure  
7jkaqbkni5450t1eg50fclbehj,Fri Mar 10 17:46:51 CST 2017,HG,CONCLPRINT,I,@END
3ckbk8kh8bm70p6j2qgpadrm4l,Sat Mar 11 14:16:57 CST 2017,HG,INTRO,,"Hi, I am the health guru. How are you?"
r753lgd5ihp13oe5e477e1cbpq,Sat Mar 11 14:17:04 CST 2017,HG,INTRO,,"Hi, I am the health guru. How are you?"
3ckbk8kh8bm70p6j2qgpadrm4l,Sat Mar 11 14:17:13 CST 2017,U,RP1A,I,"I am well, how about you? "
3ckbk8kh8bm70p6j2qgpadrm4l,Sat Mar 11 14:17:13 CST 2017,HG,RP1A,I,Controlling your weight is beneficial to your health. What do you do to stay healthy?
r753lgd5ihp13oe5e477e1cbpq,Sat Mar 11 14:17:21 CST 2017,U,RP1A,I,finr 
r753lgd5ihp13oe5e477e1cbpq,Sat Mar 11 14:17:21 CST 2017,HG,RP1A,I,Controlling your weight is beneficial to your health. What do you do to stay healthy?
bp5imn7qvcjg7fnrc0tngtn8bj,Sat Mar 11 14:20:02 CST 2017,HG,INTRO,,"Hi, I am the health guru. How are you?"
pst5ooo9t1ttb4ee5r7juvb8nk,Sat Mar 11 14:20:04 CST 2017,HG,INTRO,,"Hi, I am the health guru. How are you?"
bp5imn7qvcjg7fnrc0tngtn8bj,Sat Mar 11 14:20:16 CST 2017,U,RP1A,I,"I am well, how re you? "
bp5imn7qvcjg7fnrc0tngtn8bj,Sat Mar 11 14:20:16 CST 2017,HG,RP1A,I,Controlling your weight is beneficial to your health. What do you do to stay healthy?
pst5ooo9t1ttb4ee5r7juvb8nk,Sat Mar 11 14:20:20 CST 2017,U,RP1A,I,fine 
pst5ooo9t1ttb4ee5r7juvb8nk,Sat Mar 11 14:20:20 CST 2017,HG,RP1A,I,Controlling your weight is beneficial to your health. What do you do to stay healthy?
pst5ooo9t1ttb4ee5r7juvb8nk,Sat Mar 11 14:20:41 CST 2017,U,EP1B,I,I exercise 
pst5ooo9t1ttb4ee5r7juvb8nk,Sat Mar 11 14:20:41 CST 2017,HG,EP1B,I,"Practicing tai chi promotes weight loss, keeping you in good shape. Do you want to hear more about how tai chi helps with weight loss?"
bp5imn7qvcjg7fnrc0tngtn8bj,Sat Mar 11 14:20:49 CST 2017,U,EP1B,I,I exercise occasionally  I usually just try and maintain a health diet 
bp5imn7qvcjg7fnrc0tngtn8bj,Sat Mar 11 14:20:49 CST 2017,HG,EP1B,I,"Practicing tai chi promotes weight loss, keeping you in good shape. Do you want to hear more about how tai chi helps with weight loss?"
pst5ooo9t1ttb4ee5r7juvb8nk,Sat Mar 11 14:20:55 CST 2017,U,RP2A,I,sure 
pst5ooo9t1ttb4ee5r7juvb8nk,Sat Mar 11 14:20:55 CST 2017,HG,RP2A,I,"When you consider muscular strength, do you think of yourself as strong?"
bp5imn7qvcjg7fnrc0tngtn8bj,Sat Mar 11 14:21:06 CST 2017,U,RP2A,I,Of course! 
bp5imn7qvcjg7fnrc0tngtn8bj,Sat Mar 11 14:21:06 CST 2017,HG,RP2A,I,"When you consider muscular strength, do you think of yourself as strong?"
pst5ooo9t1ttb4ee5r7juvb8nk,Sat Mar 11 14:21:13 CST 2017,U,RP2B,I,yes 
pst5ooo9t1ttb4ee5r7juvb8nk,Sat Mar 11 14:21:13 CST 2017,HG,RP2B,I,Many tai chi exercises help build muscle mass. You can do it from the comfort of your own home at a time that‘s convenient for you. Would you like me to tell you more about it?
pst5ooo9t1ttb4ee5r7juvb8nk,Sat Mar 11 14:21:28 CST 2017,U,RP2C,I,sure 
pst5ooo9t1ttb4ee5r7juvb8nk,Sat Mar 11 14:21:28 CST 2017,HG,RP2C,I,Did you know that each position in tai chi exercises your upper and lower body strength with gentle movements and positions that target muscle groups?
bp5imn7qvcjg7fnrc0tngtn8bj,Sat Mar 11 14:21:34 CST 2017,U,RP2B,I,I consider myself average strength  
bp5imn7qvcjg7fnrc0tngtn8bj,Sat Mar 11 14:21:34 CST 2017,HG,RP2B,I,Many tai chi exercises help build muscle mass. You can do it from the comfort of your own home at a time that‘s convenient for you. Would you like me to tell you more about it?
pst5ooo9t1ttb4ee5r7juvb8nk,Sat Mar 11 14:22:01 CST 2017,U,EP3A,I,wow thats cool 
pst5ooo9t1ttb4ee5r7juvb8nk,Sat Mar 11 14:22:01 CST 2017,HG,EP3A,I,Do you ever wonder about the condition of your heart?
bp5imn7qvcjg7fnrc0tngtn8bj,Sat Mar 11 14:22:08 CST 2017,U,RP2C,I,Sure 
bp5imn7qvcjg7fnrc0tngtn8bj,Sat Mar 11 14:22:08 CST 2017,HG,RP2C,I,Did you know that each position in tai chi exercises your upper and lower body strength with gentle movements and positions that target muscle groups?
bp5imn7qvcjg7fnrc0tngtn8bj,Sat Mar 11 14:22:21 CST 2017,U,EP3A,I,I did not 
bp5imn7qvcjg7fnrc0tngtn8bj,Sat Mar 11 14:22:21 CST 2017,HG,EP3A,I,Do you ever wonder about the condition of your heart?
pst5ooo9t1ttb4ee5r7juvb8nk,Sat Mar 11 14:22:33 CST 2017,U,EP3B,I,not really 
pst5ooo9t1ttb4ee5r7juvb8nk,Sat Mar 11 14:22:33 CST 2017,HG,EP3B,I,Having a healthy heart can add years to your life. What do you think is a good way to take care of your heart?
bp5imn7qvcjg7fnrc0tngtn8bj,Sat Mar 11 14:22:39 CST 2017,U,EP3B,I,Sure 
bp5imn7qvcjg7fnrc0tngtn8bj,Sat Mar 11 14:22:39 CST 2017,HG,EP3B,I,Having a healthy heart can add years to your life. What do you think is a good way to take care of your heart?
pst5ooo9t1ttb4ee5r7juvb8nk,Sat Mar 11 14:23:09 CST 2017,U,EP3C,I,eating well and exercising 
pst5ooo9t1ttb4ee5r7juvb8nk,Sat Mar 11 14:23:09 CST 2017,HG,EP3C,I,Do you think you would want to do an exercise like tai chi to help take care of your heart?
bp5imn7qvcjg7fnrc0tngtn8bj,Sat Mar 11 14:23:17 CST 2017,U,EP3C,I,Eating healthy and exercising  of course!
bp5imn7qvcjg7fnrc0tngtn8bj,Sat Mar 11 14:23:17 CST 2017,HG,EP3C,I,Do you think you would want to do an exercise like tai chi to help take care of your heart?
pst5ooo9t1ttb4ee5r7juvb8nk,Sat Mar 11 14:23:27 CST 2017,U,EP4A,SI,maybe 
pst5ooo9t1ttb4ee5r7juvb8nk,Sat Mar 11 14:23:27 CST 2017,HG,EP4A,SI,Have you ever noticed how some people get stressed out all the time? How do you take care of the stress in your life?
bp5imn7qvcjg7fnrc0tngtn8bj,Sat Mar 11 14:23:38 CST 2017,U,EP4A,I,Of course! 
bp5imn7qvcjg7fnrc0tngtn8bj,Sat Mar 11 14:23:38 CST 2017,HG,EP4A,I,Have you ever noticed how some people get stressed out all the time? How do you take care of the stress in your life?
pst5ooo9t1ttb4ee5r7juvb8nk,Sat Mar 11 14:23:51 CST 2017,U,EP4B,SI,im not sure 
pst5ooo9t1ttb4ee5r7juvb8nk,Sat Mar 11 14:23:51 CST 2017,HG,EP4B,SI,Did you know that as little as one hour of tai chi can help you deal with stress?
pst5ooo9t1ttb4ee5r7juvb8nk,Sat Mar 11 14:24:10 CST 2017,U,EP5A,I,wow 
pst5ooo9t1ttb4ee5r7juvb8nk,Sat Mar 11 14:24:10 CST 2017,HG,EP5A,I,Some people have great memories! Others can‘t even remember what they had for breakfast. How well would you rate your memory?
bp5imn7qvcjg7fnrc0tngtn8bj,Sat Mar 11 14:24:19 CST 2017,U,EP4B,I,I try and manage it by deep breathing  
bp5imn7qvcjg7fnrc0tngtn8bj,Sat Mar 11 14:24:19 CST 2017,HG,EP4B,I,Did you know that as little as one hour of tai chi can help you deal with stress?
pst5ooo9t1ttb4ee5r7juvb8nk,Sat Mar 11 14:24:35 CST 2017,U,EP5B,I,average 
pst5ooo9t1ttb4ee5r7juvb8nk,Sat Mar 11 14:24:35 CST 2017,HG,EP5B,I,Tai chi helps with your cognitive and memory abilities. What would you be able to do if you had a better memory?
bp5imn7qvcjg7fnrc0tngtn8bj,Sat Mar 11 14:24:40 CST 2017,U,RN5A,I,"Of wow, that sounds wonderful "
bp5imn7qvcjg7fnrc0tngtn8bj,Sat Mar 11 14:24:40 CST 2017,HG,RN5A,I,Some people have trouble with all the memorization when taking exams. How would you rate your memory?
bp5imn7qvcjg7fnrc0tngtn8bj,Sat Mar 11 14:24:52 CST 2017,U,RP5B,I,Not ver good 
bp5imn7qvcjg7fnrc0tngtn8bj,Sat Mar 11 14:24:52 CST 2017,HG,RP5B,I,"Tai chi actually increases blood flow to the brain, which improves cognitive and memory function. Do you think this could help you?"
pst5ooo9t1ttb4ee5r7juvb8nk,Sat Mar 11 14:25:05 CST 2017,U,EP7A,I,anything and everything 
pst5ooo9t1ttb4ee5r7juvb8nk,Sat Mar 11 14:25:05 CST 2017,HG,EP7A,I,Having physical activity in your life is one great way to promote happiness and avoid depression. How happy would you say you currently are?
bp5imn7qvcjg7fnrc0tngtn8bj,Sat Mar 11 14:25:12 CST 2017,U,RP6A,I,I really do! 
bp5imn7qvcjg7fnrc0tngtn8bj,Sat Mar 11 14:25:12 CST 2017,HG,RP6A,I,Even slight exercise can have huge lasting results. Did you know that people who exercise just 15 minutes a day have a 14% lower mortality rate? What are your thoughts on exercise?
pst5ooo9t1ttb4ee5r7juvb8nk,Sat Mar 11 14:25:28 CST 2017,U,EP7B,I,7 
pst5ooo9t1ttb4ee5r7juvb8nk,Sat Mar 11 14:25:28 CST 2017,HG,EP7B,I,Practicing tai chi leads to improved happiness and a lower chance of depression. What do you think of that?
bp5imn7qvcjg7fnrc0tngtn8bj,Sat Mar 11 14:25:39 CST 2017,U,RP6B,I,I m sold! 
bp5imn7qvcjg7fnrc0tngtn8bj,Sat Mar 11 14:25:39 CST 2017,HG,RP6B,I,Is a tai chi exercise session something you would consider trying?
pst5ooo9t1ttb4ee5r7juvb8nk,Sat Mar 11 14:25:49 CST 2017,U,CONCLTHANKS,I,great 
pst5ooo9t1ttb4ee5r7juvb8nk,Sat Mar 11 14:25:49 CST 2017,HG,CONCLTHANKS,I,"Well, thanks for talking to me. Would you be interested in learning more about tai chi?"
bp5imn7qvcjg7fnrc0tngtn8bj,Sat Mar 11 14:25:59 CST 2017,U,CONCLTHANKS,I,I would  I ve tried i before 
bp5imn7qvcjg7fnrc0tngtn8bj,Sat Mar 11 14:25:59 CST 2017,HG,CONCLTHANKS,I,"Well, thanks for talking to me. Would you be interested in learning more about tai chi?"
pst5ooo9t1ttb4ee5r7juvb8nk,Sat Mar 11 14:26:19 CST 2017,U,CONCLPRINT,NI,naw im good 
pst5ooo9t1ttb4ee5r7juvb8nk,Sat Mar 11 14:26:19 CST 2017,HG,CONCLPRINT,NI,@END
bp5imn7qvcjg7fnrc0tngtn8bj,Sat Mar 11 14:26:30 CST 2017,U,CONCLPRINT,NI,no 
bp5imn7qvcjg7fnrc0tngtn8bj,Sat Mar 11 14:26:30 CST 2017,HG,CONCLPRINT,NI,@END
5mng6p49vh7qgc76j00kph8sq7,Thu Apr 06 11:08:03 CDT 2017,HG,INTRO,,"Hi, I am the health guru. How are you?"
5mng6p49vh7qgc76j00kph8sq7,Thu Apr 06 11:10:09 CDT 2017,U,RP1A,I,"I m good, how are you? "
5mng6p49vh7qgc76j00kph8sq7,Thu Apr 06 11:10:09 CDT 2017,HG,RP1A,I,Controlling your weight is beneficial to your health. What do you do to stay healthy?
5mng6p49vh7qgc76j00kph8sq7,Thu Apr 06 11:10:37 CDT 2017,U,EP1B,I,I do yoga 
5mng6p49vh7qgc76j00kph8sq7,Thu Apr 06 11:10:37 CDT 2017,HG,EP1B,I,"Practicing tai chi promotes weight loss, keeping you in good shape. Do you want to hear more about how tai chi helps with weight loss?"
5mng6p49vh7qgc76j00kph8sq7,Thu Apr 06 11:11:13 CDT 2017,U,RP2A,I,Ok 
5mng6p49vh7qgc76j00kph8sq7,Thu Apr 06 11:11:13 CDT 2017,HG,RP2A,I,"When you consider muscular strength, do you think of yourself as strong?"
5mng6p49vh7qgc76j00kph8sq7,Thu Apr 06 11:11:34 CDT 2017,U,RP2B,I,I am not very strong 
5mng6p49vh7qgc76j00kph8sq7,Thu Apr 06 11:11:34 CDT 2017,HG,RP2B,I,Many tai chi exercises help build muscle mass. You can do it from the comfort of your own home at a time that‘s convenient for you. Would you like me to tell you more about it?
5mng6p49vh7qgc76j00kph8sq7,Thu Apr 06 11:11:49 CDT 2017,U,RP2C,I,Ok  
5mng6p49vh7qgc76j00kph8sq7,Thu Apr 06 11:11:49 CDT 2017,HG,RP2C,I,Did you know that each position in tai chi exercises your upper and lower body strength with gentle movements and positions that target muscle groups?
5mng6p49vh7qgc76j00kph8sq7,Thu Apr 06 11:12:07 CDT 2017,U,EP3A,I,That is interesting 
5mng6p49vh7qgc76j00kph8sq7,Thu Apr 06 11:12:07 CDT 2017,HG,EP3A,I,Do you ever wonder about the condition of your heart?
5mng6p49vh7qgc76j00kph8sq7,Thu Apr 06 11:12:31 CDT 2017,U,EP3B,I,Sometimes 
5mng6p49vh7qgc76j00kph8sq7,Thu Apr 06 11:12:31 CDT 2017,HG,EP3B,I,Having a healthy heart can add years to your life. What do you think is a good way to take care of your heart?
5mng6p49vh7qgc76j00kph8sq7,Thu Apr 06 11:13:22 CDT 2017,U,EP3C,I,Cardio exercises such as running  
5mng6p49vh7qgc76j00kph8sq7,Thu Apr 06 11:13:22 CDT 2017,HG,EP3C,I,Do you think you would want to do an exercise like tai chi to help take care of your heart?
5mng6p49vh7qgc76j00kph8sq7,Thu Apr 06 11:13:40 CDT 2017,U,EP4A,I,Yes 
5mng6p49vh7qgc76j00kph8sq7,Thu Apr 06 11:13:40 CDT 2017,HG,EP4A,I,Have you ever noticed how some people get stressed out all the time? How do you take care of the stress in your life?
5mng6p49vh7qgc76j00kph8sq7,Thu Apr 06 11:14:36 CDT 2017,U,EP4B,I,I listen to music to destress and then continue on with the work 
5mng6p49vh7qgc76j00kph8sq7,Thu Apr 06 11:14:36 CDT 2017,HG,EP4B,I,Did you know that as little as one hour of tai chi can help you deal with stress?
5mng6p49vh7qgc76j00kph8sq7,Thu Apr 06 11:14:58 CDT 2017,U,RN5A,I,I did not know that 
5mng6p49vh7qgc76j00kph8sq7,Thu Apr 06 11:14:58 CDT 2017,HG,RN5A,I,Some people have trouble with all the memorization when taking exams. How would you rate your memory?
5mng6p49vh7qgc76j00kph8sq7,Thu Apr 06 11:16:01 CDT 2017,U,RP5B,I,about 7 or 8 out of 10 
5mng6p49vh7qgc76j00kph8sq7,Thu Apr 06 11:16:01 CDT 2017,HG,RP5B,I,"Tai chi actually increases blood flow to the brain, which improves cognitive and memory function. Do you think this could help you?"
5mng6p49vh7qgc76j00kph8sq7,Thu Apr 06 11:16:31 CDT 2017,U,RP7A,I,Yes that might be a good option 
5mng6p49vh7qgc76j00kph8sq7,Thu Apr 06 11:16:31 CDT 2017,HG,RP7A,I,You know that your mind is important for your overall health. Keeping depression under control can affect your health in a very positive way. Is that something you have considered?
5mng6p49vh7qgc76j00kph8sq7,Thu Apr 06 11:17:32 CDT 2017,U,RP7B,I,I have thought about it a lot but I don t know how to proceed on my own 
5mng6p49vh7qgc76j00kph8sq7,Thu Apr 06 11:17:32 CDT 2017,HG,RP7B,I,Could you tell me more about it?
5mng6p49vh7qgc76j00kph8sq7,Thu Apr 06 11:19:22 CDT 2017,U,CONCLTHANKS,I,In my opinion it is important to work on mental health with a professional unless the problem you are facing is on a moderate to serious level 
5mng6p49vh7qgc76j00kph8sq7,Thu Apr 06 11:19:22 CDT 2017,HG,CONCLTHANKS,I,"Well, thanks for talking to me. Would you be interested in learning more about tai chi?"
5mng6p49vh7qgc76j00kph8sq7,Thu Apr 06 11:21:49 CDT 2017,U,CONCLPRINT,I," I made a mistake in my other point, I meant to say a person with less severe mental health concerns might be able to work on it themselves otherwise they should see a medical professional  Yes I am interested in tai chi"
5mng6p49vh7qgc76j00kph8sq7,Thu Apr 06 11:21:49 CDT 2017,HG,CONCLPRINT,I,@END
jc1qpid791urvf0a3mcee846lf,Thu Apr 06 11:29:46 CDT 2017,HG,INTRO,,"Hi, I am the health guru. How are you?"
jc1qpid791urvf0a3mcee846lf,Thu Apr 06 11:30:07 CDT 2017,U,RP1A,I,I m doing well  How about ou? 
jc1qpid791urvf0a3mcee846lf,Thu Apr 06 11:30:07 CDT 2017,HG,RP1A,I,Controlling your weight is beneficial to your health. What do you do to stay healthy?
jc1qpid791urvf0a3mcee846lf,Thu Apr 06 11:30:58 CDT 2017,U,EP1B,I,I try to eat healthy and exercise as much as i can  
jc1qpid791urvf0a3mcee846lf,Thu Apr 06 11:30:58 CDT 2017,HG,EP1B,I,"Practicing tai chi promotes weight loss, keeping you in good shape. Do you want to hear more about how tai chi helps with weight loss?"
jc1qpid791urvf0a3mcee846lf,Thu Apr 06 11:31:17 CDT 2017,U,RP2A,I,sure 
jc1qpid791urvf0a3mcee846lf,Thu Apr 06 11:31:17 CDT 2017,HG,RP2A,I,"When you consider muscular strength, do you think of yourself as strong?"
jc1qpid791urvf0a3mcee846lf,Thu Apr 06 11:31:34 CDT 2017,U,RP2B,I,yes 
jc1qpid791urvf0a3mcee846lf,Thu Apr 06 11:31:34 CDT 2017,HG,RP2B,I,Many tai chi exercises help build muscle mass. You can do it from the comfort of your own home at a time that‘s convenient for you. Would you like me to tell you more about it?
jc1qpid791urvf0a3mcee846lf,Thu Apr 06 11:31:53 CDT 2017,U,RP2C,I,sure 
jc1qpid791urvf0a3mcee846lf,Thu Apr 06 11:31:53 CDT 2017,HG,RP2C,I,Did you know that each position in tai chi exercises your upper and lower body strength with gentle movements and positions that target muscle groups?
68jncativvvv9vsvmg1spg73hv,Thu Apr 06 11:32:07 CDT 2017,HG,INTRO,,"Hi, I am the health guru. How are you?"
jc1qpid791urvf0a3mcee846lf,Thu Apr 06 11:32:38 CDT 2017,U,EP3A,SI,no 
jc1qpid791urvf0a3mcee846lf,Thu Apr 06 11:32:38 CDT 2017,HG,EP3A,SI,Do you ever wonder about the condition of your heart?
68jncativvvv9vsvmg1spg73hv,Thu Apr 06 11:32:43 CDT 2017,U,RP1A,I,Im doing fine and you 
68jncativvvv9vsvmg1spg73hv,Thu Apr 06 11:32:43 CDT 2017,HG,RP1A,I,Controlling your weight is beneficial to your health. What do you do to stay healthy?
jc1qpid791urvf0a3mcee846lf,Thu Apr 06 11:32:48 CDT 2017,U,EP3B,I,all the time  
jc1qpid791urvf0a3mcee846lf,Thu Apr 06 11:32:48 CDT 2017,HG,EP3B,I,Having a healthy heart can add years to your life. What do you think is a good way to take care of your heart?
jc1qpid791urvf0a3mcee846lf,Thu Apr 06 11:33:13 CDT 2017,U,EP3C,I,eating healthy and exercising  
jc1qpid791urvf0a3mcee846lf,Thu Apr 06 11:33:13 CDT 2017,HG,EP3C,I,Do you think you would want to do an exercise like tai chi to help take care of your heart?
68jncativvvv9vsvmg1spg73hv,Thu Apr 06 11:33:38 CDT 2017,U,EP1B,I,I try to exercise at least 3 times a week and make sure i keep a balanced diet  
68jncativvvv9vsvmg1spg73hv,Thu Apr 06 11:33:38 CDT 2017,HG,EP1B,I,"Practicing tai chi promotes weight loss, keeping you in good shape. Do you want to hear more about how tai chi helps with weight loss?"
jc1qpid791urvf0a3mcee846lf,Thu Apr 06 11:33:43 CDT 2017,U,EP4A,I,"sure, i can try it  "
jc1qpid791urvf0a3mcee846lf,Thu Apr 06 11:33:43 CDT 2017,HG,EP4A,I,Have you ever noticed how some people get stressed out all the time? How do you take care of the stress in your life?
68jncativvvv9vsvmg1spg73hv,Thu Apr 06 11:33:55 CDT 2017,U,RP2A,I,Sure 
68jncativvvv9vsvmg1spg73hv,Thu Apr 06 11:33:55 CDT 2017,HG,RP2A,I,"When you consider muscular strength, do you think of yourself as strong?"
jc1qpid791urvf0a3mcee846lf,Thu Apr 06 11:34:10 CDT 2017,U,EP4B,I,Yes i do  I work out to relieve my stress 
jc1qpid791urvf0a3mcee846lf,Thu Apr 06 11:34:10 CDT 2017,HG,EP4B,I,Did you know that as little as one hour of tai chi can help you deal with stress?
jc1qpid791urvf0a3mcee846lf,Thu Apr 06 11:34:32 CDT 2017,U,RN5A,I,yes  
jc1qpid791urvf0a3mcee846lf,Thu Apr 06 11:34:32 CDT 2017,HG,RN5A,I,Some people have trouble with all the memorization when taking exams. How would you rate your memory?
68jncativvvv9vsvmg1spg73hv,Thu Apr 06 11:34:38 CDT 2017,U,RP2B,I,Not necessarily 
68jncativvvv9vsvmg1spg73hv,Thu Apr 06 11:34:38 CDT 2017,HG,RP2B,I,Many tai chi exercises help build muscle mass. You can do it from the comfort of your own home at a time that‘s convenient for you. Would you like me to tell you more about it?
jc1qpid791urvf0a3mcee846lf,Thu Apr 06 11:34:55 CDT 2017,U,RP5B,I,very bad 
jc1qpid791urvf0a3mcee846lf,Thu Apr 06 11:34:55 CDT 2017,HG,RP5B,I,"Tai chi actually increases blood flow to the brain, which improves cognitive and memory function. Do you think this could help you?"
68jncativvvv9vsvmg1spg73hv,Thu Apr 06 11:35:00 CDT 2017,U,RP2C,I,Sure 
68jncativvvv9vsvmg1spg73hv,Thu Apr 06 11:35:00 CDT 2017,HG,RP2C,I,Did you know that each position in tai chi exercises your upper and lower body strength with gentle movements and positions that target muscle groups?
jc1qpid791urvf0a3mcee846lf,Thu Apr 06 11:35:06 CDT 2017,U,RP7A,I,yes! 
jc1qpid791urvf0a3mcee846lf,Thu Apr 06 11:35:06 CDT 2017,HG,RP7A,I,You know that your mind is important for your overall health. Keeping depression under control can affect your health in a very positive way. Is that something you have considered?
68jncativvvv9vsvmg1spg73hv,Thu Apr 06 11:35:18 CDT 2017,U,EP3A,I,I did not know that 
68jncativvvv9vsvmg1spg73hv,Thu Apr 06 11:35:18 CDT 2017,HG,EP3A,I,Do you ever wonder about the condition of your heart?
jc1qpid791urvf0a3mcee846lf,Thu Apr 06 11:35:24 CDT 2017,U,RP7B,I,yes 
jc1qpid791urvf0a3mcee846lf,Thu Apr 06 11:35:24 CDT 2017,HG,RP7B,I,Could you tell me more about it?
68jncativvvv9vsvmg1spg73hv,Thu Apr 06 11:35:36 CDT 2017,U,EP3B,I,Yes 
68jncativvvv9vsvmg1spg73hv,Thu Apr 06 11:35:36 CDT 2017,HG,EP3B,I,Having a healthy heart can add years to your life. What do you think is a good way to take care of your heart?
68jncativvvv9vsvmg1spg73hv,Thu Apr 06 11:36:03 CDT 2017,U,EP3C,I,Doing cardio exercises 
68jncativvvv9vsvmg1spg73hv,Thu Apr 06 11:36:03 CDT 2017,HG,EP3C,I,Do you think you would want to do an exercise like tai chi to help take care of your heart?
jc1qpid791urvf0a3mcee846lf,Thu Apr 06 11:36:10 CDT 2017,U,CONCLTHANKS,I,well when im stressed or depressed i ten to eat a lot more and gain weight  
jc1qpid791urvf0a3mcee846lf,Thu Apr 06 11:36:10 CDT 2017,HG,CONCLTHANKS,I,"Well, thanks for talking to me. Would you be interested in learning more about tai chi?"
68jncativvvv9vsvmg1spg73hv,Thu Apr 06 11:36:21 CDT 2017,U,EP4A,I,Sure 
68jncativvvv9vsvmg1spg73hv,Thu Apr 06 11:36:21 CDT 2017,HG,EP4A,I,Have you ever noticed how some people get stressed out all the time? How do you take care of the stress in your life?
jc1qpid791urvf0a3mcee846lf,Thu Apr 06 11:36:27 CDT 2017,U,CONCLPRINT,I,sure 
jc1qpid791urvf0a3mcee846lf,Thu Apr 06 11:36:27 CDT 2017,HG,CONCLPRINT,I,@END
nkh8p7ueit2t97s5mpthijb539,Thu Apr 06 11:36:35 CDT 2017,HG,INTRO,,"Hi, I am the health guru. How are you?"
68jncativvvv9vsvmg1spg73hv,Thu Apr 06 11:36:46 CDT 2017,U,EP4B,I,"I listen to music, or go for walks in nature preferably "
68jncativvvv9vsvmg1spg73hv,Thu Apr 06 11:36:46 CDT 2017,HG,EP4B,I,Did you know that as little as one hour of tai chi can help you deal with stress?
nkh8p7ueit2t97s5mpthijb539,Thu Apr 06 11:36:51 CDT 2017,U,RP1A,I,"Great, and yourself? "
